User,org:resource,concept:name,Cumulative net worth (EUR),time:timestamp,case:Spend area text,case:Company,case:Document Type,case:Sub spend area text,case:Purchasing Document,case:Purch. Doc. Category name,case:Vendor,case:Item Type,case:Item Category,case:Spend classification text,case:Source,case:Name,case:GR-Based Inv. Verif.,case:Item,case:concept:name,case:Goods Receipt
batch_00,batch_00,SRM: In Transfer to Execution Syst.,152.0,2018-01-26 11:50:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,MRO (components),2000000092,Purchase order,vendorID_0050,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0050,False,00001,2000000092_00001,True
batch_00,batch_00,SRM: Ordered,152.0,2018-01-26 11:50:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,MRO (components),2000000092,Purchase order,vendorID_0050,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0050,False,00001,2000000092_00001,True
user_000,user_000,Create Purchase Order Item,152.0,2018-01-26 11:50:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,MRO (components),2000000092,Purchase order,vendorID_0050,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0050,False,00001,2000000092_00001,True
batch_00,batch_00,SRM: Change was Transmitted,152.0,2018-01-26 11:50:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,MRO (components),2000000092,Purchase order,vendorID_0050,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0050,False,00001,2000000092_00001,True
user_000,user_000,Record Goods Receipt,152.0,2018-02-01 14:17:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,MRO (components),2000000092,Purchase order,vendorID_0050,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0050,False,00001,2000000092_00001,True
batch_01,batch_01,Record Invoice Receipt,152.0,2018-08-20 00:21:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,MRO (components),2000000092,Purchase order,vendorID_0050,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0050,False,00001,2000000092_00001,True
batch_00,batch_00,SRM: Created,41.0,2018-01-26 11:33:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000094,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000094_00001,True
batch_00,batch_00,SRM: Complete,41.0,2018-01-26 12:33:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000094,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000094_00001,True
batch_00,batch_00,SRM: Awaiting Approval,41.0,2018-01-26 12:33:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000094,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000094_00001,True
batch_00,batch_00,SRM: Document Completed,41.0,2018-01-26 12:33:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000094,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000094_00001,True
batch_00,batch_00,SRM: Ordered,41.0,2018-01-26 12:33:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000094,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000094_00001,True
batch_00,batch_00,SRM: In Transfer to Execution Syst.,41.0,2018-01-26 12:33:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000094,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000094_00001,True
batch_00,batch_00,SRM: Change was Transmitted,41.0,2018-01-26 12:33:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000094,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000094_00001,True
user_000,user_000,Create Purchase Order Item,41.0,2018-01-26 12:33:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000094,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000094_00001,True
NONE,NONE,Vendor creates invoice,41.0,2018-01-29 22:59:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000094,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000094_00001,True
user_000,user_000,Record Goods Receipt,41.0,2018-01-30 07:54:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000094,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000094_00001,True
user_018,user_018,Record Invoice Receipt,41.0,2018-02-08 08:33:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000094,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000094_00001,True
user_002,user_002,Clear Invoice,41.0,2018-03-29 13:06:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000094,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000094_00001,True
batch_00,batch_00,SRM: Created,103.0,2018-01-26 13:14:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000095,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,00001,2000000095_00001,True
batch_00,batch_00,SRM: Complete,103.0,2018-01-26 14:14:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000095,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,00001,2000000095_00001,True
batch_00,batch_00,SRM: Awaiting Approval,103.0,2018-01-26 14:14:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000095,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,00001,2000000095_00001,True
batch_00,batch_00,SRM: Document Completed,103.0,2018-01-26 14:14:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000095,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,00001,2000000095_00001,True
batch_00,batch_00,SRM: In Transfer to Execution Syst.,103.0,2018-01-26 14:14:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000095,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,00001,2000000095_00001,True
batch_00,batch_00,SRM: Ordered,103.0,2018-01-26 14:14:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000095,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,00001,2000000095_00001,True
batch_00,batch_00,SRM: Change was Transmitted,103.0,2018-01-26 14:14:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000095,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,00001,2000000095_00001,True
user_000,user_000,Create Purchase Order Item,103.0,2018-01-26 14:14:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000095,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,00001,2000000095_00001,True
NONE,NONE,Vendor creates invoice,103.0,2018-01-30 22:59:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000095,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,00001,2000000095_00001,True
user_000,user_000,Record Goods Receipt,103.0,2018-02-12 08:11:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000095,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,00001,2000000095_00001,True
user_001,user_001,Record Invoice Receipt,103.0,2018-03-28 08:19:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000095,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,00001,2000000095_00001,True
user_002,user_002,Clear Invoice,103.0,2018-03-29 13:06:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000095,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,00001,2000000095_00001,True
batch_00,batch_00,SRM: Created,43.0,2018-01-26 14:30:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000096,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000096_00001,True
batch_00,batch_00,SRM: Complete,43.0,2018-01-26 15:30:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000096,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000096_00001,True
batch_00,batch_00,SRM: Awaiting Approval,43.0,2018-01-26 15:30:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000096,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000096_00001,True
batch_00,batch_00,SRM: Document Completed,43.0,2018-01-26 15:30:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000096,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000096_00001,True
batch_00,batch_00,SRM: In Transfer to Execution Syst.,43.0,2018-01-26 15:30:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000096,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000096_00001,True
batch_00,batch_00,SRM: Ordered,43.0,2018-01-26 15:30:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000096,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000096_00001,True
batch_00,batch_00,SRM: Change was Transmitted,43.0,2018-01-26 15:30:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000096,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000096_00001,True
user_000,user_000,Create Purchase Order Item,43.0,2018-01-26 15:30:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000096,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000096_00001,True
NONE,NONE,Vendor creates invoice,43.0,2018-01-29 22:59:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000096,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000096_00001,True
user_018,user_018,Record Invoice Receipt,43.0,2018-01-30 10:24:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000096,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000096_00001,True
user_000,user_000,Record Goods Receipt,43.0,2018-01-30 16:00:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000096,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000096_00001,True
batch_02,batch_02,Remove Payment Block,43.0,2018-01-31 01:00:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000096,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000096_00001,True
user_002,user_002,Clear Invoice,43.0,2018-03-29 13:06:00+00:00,Others,companyID_0000,EC Purchase order,Raw Material,2000000096,Purchase order,vendorID_0027,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0027,False,00001,2000000096_00001,True
batch_00,batch_00,SRM: Created,74.0,2018-01-29 07:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00001,2000000098_00001,True
batch_00,batch_00,SRM: Complete,74.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00001,2000000098_00001,True
batch_00,batch_00,SRM: Awaiting Approval,74.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00001,2000000098_00001,True
batch_00,batch_00,SRM: Document Completed,74.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00001,2000000098_00001,True
batch_00,batch_00,SRM: Ordered,74.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00001,2000000098_00001,True
batch_00,batch_00,SRM: Change was Transmitted,74.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00001,2000000098_00001,True
batch_00,batch_00,SRM: In Transfer to Execution Syst.,74.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00001,2000000098_00001,True
user_000,user_000,Create Purchase Order Item,74.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00001,2000000098_00001,True
user_000,user_000,Record Goods Receipt,74.0,2018-01-29 09:10:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00001,2000000098_00001,True
NONE,NONE,Vendor creates invoice,74.0,2018-01-30 22:59:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00001,2000000098_00001,True
user_001,user_001,Record Invoice Receipt,74.0,2018-02-05 16:29:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00001,2000000098_00001,True
user_002,user_002,Clear Invoice,74.0,2018-02-22 15:17:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00001,2000000098_00001,True
batch_00,batch_00,SRM: Created,102.0,2018-01-29 07:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00002,2000000098_00002,True
batch_00,batch_00,SRM: Complete,102.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00002,2000000098_00002,True
batch_00,batch_00,SRM: Awaiting Approval,102.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00002,2000000098_00002,True
batch_00,batch_00,SRM: Document Completed,102.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00002,2000000098_00002,True
batch_00,batch_00,SRM: Ordered,102.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00002,2000000098_00002,True
batch_00,batch_00,SRM: Change was Transmitted,102.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00002,2000000098_00002,True
batch_00,batch_00,SRM: In Transfer to Execution Syst.,102.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00002,2000000098_00002,True
user_000,user_000,Create Purchase Order Item,102.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00002,2000000098_00002,True
user_000,user_000,Record Goods Receipt,102.0,2018-01-29 09:10:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00002,2000000098_00002,True
NONE,NONE,Vendor creates invoice,102.0,2018-01-30 22:59:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00002,2000000098_00002,True
user_001,user_001,Record Invoice Receipt,102.0,2018-02-05 16:29:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00002,2000000098_00002,True
user_002,user_002,Clear Invoice,102.0,2018-02-22 15:17:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00002,2000000098_00002,True
batch_00,batch_00,SRM: Created,167.0,2018-01-29 07:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00003,2000000098_00003,True
batch_00,batch_00,SRM: Complete,167.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00003,2000000098_00003,True
batch_00,batch_00,SRM: Awaiting Approval,167.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00003,2000000098_00003,True
batch_00,batch_00,SRM: Document Completed,167.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00003,2000000098_00003,True
batch_00,batch_00,SRM: Ordered,167.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00003,2000000098_00003,True
batch_00,batch_00,SRM: Change was Transmitted,167.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00003,2000000098_00003,True
batch_00,batch_00,SRM: In Transfer to Execution Syst.,167.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00003,2000000098_00003,True
user_000,user_000,Create Purchase Order Item,167.0,2018-01-29 08:54:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00003,2000000098_00003,True
user_000,user_000,Record Goods Receipt,167.0,2018-01-29 09:10:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00003,2000000098_00003,True
NONE,NONE,Vendor creates invoice,167.0,2018-01-30 22:59:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00003,2000000098_00003,True
user_001,user_001,Record Invoice Receipt,167.0,2018-02-05 16:29:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00003,2000000098_00003,True
user_002,user_002,Clear Invoice,167.0,2018-02-22 15:17:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000098,Purchase order,vendorID_0048,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0048,False,00003,2000000098_00003,True
batch_00,batch_00,SRM: Created,46.0,2018-01-29 08:57:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000099,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,00001,2000000099_00001,True
batch_00,batch_00,SRM: Complete,46.0,2018-01-29 09:57:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000099,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,00001,2000000099_00001,True
batch_00,batch_00,SRM: Awaiting Approval,46.0,2018-01-29 09:57:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000099,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,00001,2000000099_00001,True
batch_00,batch_00,SRM: Document Completed,46.0,2018-01-29 09:57:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000099,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,00001,2000000099_00001,True
batch_00,batch_00,SRM: In Transfer to Execution Syst.,46.0,2018-01-29 09:57:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000099,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,00001,2000000099_00001,True
batch_00,batch_00,SRM: Ordered,46.0,2018-01-29 09:57:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000099,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,00001,2000000099_00001,True
batch_00,batch_00,SRM: Change was Transmitted,46.0,2018-01-29 09:57:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000099,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,00001,2000000099_00001,True
user_000,user_000,Create Purchase Order Item,46.0,2018-01-29 09:57:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000099,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,00001,2000000099_00001,True
NONE,NONE,Vendor creates invoice,46.0,2018-01-29 22:59:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000099,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,00001,2000000099_00001,True
user_000,user_000,Record Goods Receipt,46.0,2018-02-01 12:57:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000099,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,00001,2000000099_00001,True
user_001,user_001,Record Invoice Receipt,46.0,2018-02-12 16:29:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000099,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,00001,2000000099_00001,True
user_005,user_005,Clear Invoice,46.0,2018-03-08 12:21:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000099,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,00001,2000000099_00001,True
batch_00,batch_00,SRM: Created,632.0,2018-01-30 11:13:00+00:00,Sales,companyID_0000,EC Purchase order,Products for Resale,2000000110,Purchase order,vendorID_0060,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0060,False,00001,2000000110_00001,True
batch_00,batch_00,SRM: Complete,632.0,2018-01-30 12:13:00+00:00,Sales,companyID_0000,EC Purchase order,Products for Resale,2000000110,Purchase order,vendorID_0060,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0060,False,00001,2000000110_00001,True
batch_00,batch_00,SRM: Awaiting Approval,632.0,2018-01-30 12:13:00+00:00,Sales,companyID_0000,EC Purchase order,Products for Resale,2000000110,Purchase order,vendorID_0060,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0060,False,00001,2000000110_00001,True
